"","authors","citation","citationHtml","contacts","createdAt","description","fileCount","global_id","identifier_of_dataverse","keywords","majorVersion","minorVersion","name","name_of_dataverse","published_at","publisher","storageIdentifier","subjects","type","updatedAt","url","versionId","versionState"
"219","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Baseball Fan Poll, Study no. 1421"", https://hdl.handle.net/1902.29/D-16143, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Baseball Fan Poll, Study no. 1421"", <a href=""https://hdl.handle.net/1902.29/D-16143"" target=""_blank"">https://hdl.handle.net/1902.29/D-16143</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:55Z","This study focused on attitudes about the designated hitter rule in major league baseball, whether or not the designated hitter rule should be eliminated, and the role of the baseball commissioner. Additional questions were asked about fairness of the income tax system, and presidential preferences","4","hdl:1902.29/D-16143","odum","c(""American League"", ""National league"", ""Sports"", ""Ueberroth, Peter"", ""Tax code"", ""Reagan and Bush"", ""Mondale and Ferraro"")","NA","NA","USA TODAY 1984 Baseball Fan Poll, Study no. 1421","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16143","list()","dataset","2020-02-12T17:33:55Z","https://hdl.handle.net/1902.29/D-16143","183369","RELEASED"
"220","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Election Poll, Study no. 1311"", https://hdl.handle.net/1902.29/D-16141, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Election Poll, Study no. 1311"", <a href=""https://hdl.handle.net/1902.29/D-16141"" target=""_blank"">https://hdl.handle.net/1902.29/D-16141</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:51Z","This survey dealt with feelings on how well President Reagan handled the Lebanon situation and the federal deficit. Questions were also asked about presidential preferences, the amount of time spent watching TV, quality of TV programs, network preferences, and interest in professional football","4","hdl:1902.29/D-16141","odum","c(""Foreign relations"", ""Economy"", ""Elections"", ""Glenn, John"", ""NFL"", ""Cable television"")","NA","NA","USA TODAY 1984 Election Poll, Study no. 1311","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16141","list()","dataset","2020-02-12T17:33:51Z","https://hdl.handle.net/1902.29/D-16141","183367","RELEASED"
"221","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Olympic Game Poll, Study no. 1345"", https://hdl.handle.net/1902.29/D-16158, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Olympic Game Poll, Study no. 1345"", <a href=""https://hdl.handle.net/1902.29/D-16158"" target=""_blank"">https://hdl.handle.net/1902.29/D-16158</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:29Z","This survey asked respondents about the Soviet threat to boycott the Olympic games and the effect this would have on their interest in the games","4","hdl:1902.29/D-16158","odum","c(""Sports"", ""Soviets"", ""International politics"")","NA","NA","USA TODAY 1984 Olympic Game Poll, Study no. 1345","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16158","list()","dataset","2020-02-12T17:34:29Z","https://hdl.handle.net/1902.29/D-16158","183384","RELEASED"
"222","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Physicians Poll, Study no. 9029"", https://hdl.handle.net/1902.29/D-16229, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Physicians Poll, Study no. 9029"", <a href=""https://hdl.handle.net/1902.29/D-16229"" target=""_blank"">https://hdl.handle.net/1902.29/D-16229</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:03Z","This survey explored a variety of issues concerning physicians and their relationships with patients. Specific questions were asked about rising medical costs, frequency of drug prescriptions, and satisfaction with profession, qualifications","4","hdl:1902.29/D-16229","odum","c(""Medical care"", ""Doctors"", ""Medical school"")","NA","NA","USA TODAY 1984 Physicians Poll, Study no. 9029","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16229","list()","dataset","2020-02-12T17:37:03Z","https://hdl.handle.net/1902.29/D-16229","183455","RELEASED"
"223","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Poll, Study no. 1360"", https://hdl.handle.net/1902.29/D-16181, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Poll, Study no. 1360"", <a href=""https://hdl.handle.net/1902.29/D-16181"" target=""_blank"">https://hdl.handle.net/1902.29/D-16181</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:35:19Z","This survey asked respondents their preferences for presidential and vice presidential candidates in the upcoming election. Questions were also asked about changes in women's and men's roles over the past few years, personal relationships, and communications. Additional questions were asked about the Olympic Games. suha Omnibus and Public Opinion Studies","4","hdl:1902.29/D-16181","odum","c(""Reagan, Ronald"", ""Bush, George"", ""Mondale, Walter F., 1928-"", ""Gary Hart"", ""Women's liberation"", ""Olympics boycott--United States"")","NA","NA","USA TODAY 1984 Poll, Study no. 1360","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16181","list()","dataset","2020-02-12T17:35:19Z","https://hdl.handle.net/1902.29/D-16181","183407","RELEASED"
"224","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Poll, Study no. 1388"", https://hdl.handle.net/1902.29/D-16182, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Poll, Study no. 1388"", <a href=""https://hdl.handle.net/1902.29/D-16182"" target=""_blank"">https://hdl.handle.net/1902.29/D-16182</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:35:21Z","This survey asked respondents about their choices for president in the upcoming presidential election, their commitment to vote, and candidates' abilities to resolve domestic problems. Questions were also asked about the moving of major league baseball teams, and the use of home computers","4","hdl:1902.29/D-16182","odum","c(""Party preference"", ""Reagan and Bush"", ""Mondale and Ferraro"", ""Baltimore Colts (Football team)"", ""Indianapolis Colts (Football team)"", ""Computer technology"", ""Computer software"", ""Computer hardware"")","NA","NA","USA TODAY 1984 Poll, Study no. 1388","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16182","list()","dataset","2020-02-12T17:35:21Z","https://hdl.handle.net/1902.29/D-16182","183408","RELEASED"
"225","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1315"", https://hdl.handle.net/1902.29/D-16159, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1315"", <a href=""https://hdl.handle.net/1902.29/D-16159"" target=""_blank"">https://hdl.handle.net/1902.29/D-16159</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:31Z","This survey asked respondents about their choices for president in the upcoming nomination. Additional questions were asked about the quality of hospitals and health care, the fairness of the income tax system","4","hdl:1902.29/D-16159","odum","c(""Reagan, Ronald"", ""Mondale, Walter F., 1928-"", ""Glenn, John"", ""Jackson, Jesse"", ""Hart, Gary"", ""McGovern, George"", ""Medical treatment"", ""Tax evasion"", ""Tax audit"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1315","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16159","list()","dataset","2020-02-12T17:34:31Z","https://hdl.handle.net/1902.29/D-16159","183385","RELEASED"
"226","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1320"", https://hdl.handle.net/1902.29/D-16167, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1320"", <a href=""https://hdl.handle.net/1902.29/D-16167"" target=""_blank"">https://hdl.handle.net/1902.29/D-16167</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:49Z","This survey asked respondents about their choices for president in the upcoming nomination. Additional questions were asked about their likelihood to vote for candidates endorsed by certain organizations","4","hdl:1902.29/D-16167","odum","c(""Reagan, Ronald"", ""Mondale, Walter F., 1928-"", ""Hart, Gary"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1320","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16167","list()","dataset","2020-02-12T17:34:49Z","https://hdl.handle.net/1902.29/D-16167","183393","RELEASED"
"227","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1332"", https://hdl.handle.net/1902.29/D-16168, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1332"", <a href=""https://hdl.handle.net/1902.29/D-16168"" target=""_blank"">https://hdl.handle.net/1902.29/D-16168</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:51Z","This survey asked respondents about their choices for president in the upcoming nomination. Additional questions were asked about the usefulness of home computers, and the ethical standards of public officials","4","hdl:1902.29/D-16168","odum","c(""Reagan, Ronald"", ""Mondale, Walter F., 1928-"", ""Hart, Gary"", ""Jackson, Jesse"", ""Meese, Edward"", ""Scandals"", ""Media"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1332","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16168","list()","dataset","2020-02-12T17:34:51Z","https://hdl.handle.net/1902.29/D-16168","183394","RELEASED"
"228","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1351"", https://hdl.handle.net/1902.29/D-16173, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1351"", <a href=""https://hdl.handle.net/1902.29/D-16173"" target=""_blank"">https://hdl.handle.net/1902.29/D-16173</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:35:02Z","This survey asked respondents about their choices for president in the upcoming election. Additional questions were asked about the characteristics expected of a president and the images of the candidates","4","hdl:1902.29/D-16173","odum","c(""Reagan, Ronald"", ""Mondale, Walter F., 1928-"", ""Jackson, Jesse"", ""Hart, Gary"", ""Banking"", ""Presidents--United States--Primary elections"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1351","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16173","list()","dataset","2020-02-12T17:35:02Z","https://hdl.handle.net/1902.29/D-16173","183399","RELEASED"
"229","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1401"", https://hdl.handle.net/1902.29/D-16169, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1401"", <a href=""https://hdl.handle.net/1902.29/D-16169"" target=""_blank"">https://hdl.handle.net/1902.29/D-16169</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:53Z","This survey asked respondents about their choices for president in the upcoming presidential and congressional election and their commitment to vote. Additional questions were asked about the candidates' abilities to resolve domestic problem and the role of religious leaders in the political process. suha Omnibus and Public Opinion Studies","4","hdl:1902.29/D-16169","odum","c(""Party preference"", ""Reagan and Bush"", ""Mondale and Ferraro"", ""Hart, Gary"", ""Jackson, Jesse"", ""Glenn, John"", ""National conventions"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1401","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16169","list()","dataset","2020-02-12T17:34:53Z","https://hdl.handle.net/1902.29/D-16169","183395","RELEASED"
"230","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1409"", https://hdl.handle.net/1902.29/D-16206, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1409"", <a href=""https://hdl.handle.net/1902.29/D-16206"" target=""_blank"">https://hdl.handle.net/1902.29/D-16206</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:36:14Z","In this telephone survey respondents were asked if they were registered to vote in the presidential election, how likely they were to vote, and the candidate they would vote for if the election were held that day. Additional questions were asked about the effectiveness of the FBI and respondents' confidence in the FBI","4","hdl:1902.29/D-16206","odum","c(""Presidential campaign"", ""Elections"", ""Reagan and Bush"", ""Mondale and Ferraro"", ""Federal Bureau of Investigation"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1409","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16206","list()","dataset","2020-02-12T17:36:14Z","https://hdl.handle.net/1902.29/D-16206","183432","RELEASED"
"231","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1413"", https://hdl.handle.net/1902.29/D-16170, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1413"", <a href=""https://hdl.handle.net/1902.29/D-16170"" target=""_blank"">https://hdl.handle.net/1902.29/D-16170</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:56Z","This survey asked respondents about their choices for president in the upcoming presidential election and their commitment to vote. Additional questions were asked about the impact of TV broadcasting on college football viewership. suha Omnibus and Public Opinion Studies","4","hdl:1902.29/D-16170","odum","c(""Party preference"", ""Reagan and Bush"", ""Mondale and Ferraro"", ""Hart, Gary"", ""Media"", ""College sports"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1413","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16170","list()","dataset","2020-02-12T17:34:56Z","https://hdl.handle.net/1902.29/D-16170","183396","RELEASED"
"232","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1414"", https://hdl.handle.net/1902.29/D-16171, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Poll, Study no. 1414"", <a href=""https://hdl.handle.net/1902.29/D-16171"" target=""_blank"">https://hdl.handle.net/1902.29/D-16171</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:58Z","This survey asked respondents about their choices for president in the upcoming presidential and congressional elections and their commitment to vote. suha Omnibus and Public Opinion Studies","4","hdl:1902.29/D-16171","odum","c(""Party preference"", ""Reagan and Bush"", ""Mondale and Ferraro"")","NA","NA","USA TODAY 1984 Presidential Election Poll, Study no. 1414","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16171","list()","dataset","2020-02-12T17:34:58Z","https://hdl.handle.net/1902.29/D-16171","183397","RELEASED"
"233","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Survey, Study No. 1384"", https://hdl.handle.net/1902.29/D-16147, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Presidential Election Survey, Study No. 1384"", <a href=""https://hdl.handle.net/1902.29/D-16147"" target=""_blank"">https://hdl.handle.net/1902.29/D-16147</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:04Z","In this telephone survey respondents were asked if they were registered to vote in the presidential election, how likely they were to vote, and the candidate they would vote for if the election were held that day","4","hdl:1902.29/D-16147","odum","c(""Presidential campaign"", ""Bush, George"", ""Mondale, Walter F., 1928-"", ""Reagan, Ronald"", ""Ferraro, Geraldine"", ""Elections"")","NA","NA","USA TODAY 1984 Presidential Election Survey, Study No. 1384","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16147","list()","dataset","2020-02-12T17:34:04Z","https://hdl.handle.net/1902.29/D-16147","183373","RELEASED"
"234","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 State of the Nation Poll, Study No. 9027"", https://hdl.handle.net/1902.29/D-16138, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 State of the Nation Poll, Study No. 9027"", <a href=""https://hdl.handle.net/1902.29/D-16138"" target=""_blank"">https://hdl.handle.net/1902.29/D-16138</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:44Z","""This telephone survey asked respondents about the most important problems the country; medicine; and sports.""","4","hdl:1902.29/D-16138","odum","c(""Most important problems"", ""Medicine"", ""Sports"")","NA","NA","USA TODAY 1984 State of the Nation Poll, Study No. 9027","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16138","list()","dataset","2020-02-12T17:33:44Z","https://hdl.handle.net/1902.29/D-16138","183364","RELEASED"
"235","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 State of the Nation Poll, Study No. 9028"", https://hdl.handle.net/1902.29/D-16155, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 State of the Nation Poll, Study No. 9028"", <a href=""https://hdl.handle.net/1902.29/D-16155"" target=""_blank"">https://hdl.handle.net/1902.29/D-16155</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:22Z","This telephone survey asked respondents about the quality of their lives and what they foresaw for the future in terms of finances, family life, health, etc.","4","hdl:1902.29/D-16155","odum","c(""Economy"", ""Jobs"", ""Education"", ""United States--Relations--Soviet Union"")","NA","NA","USA TODAY 1984 State of the Nation Poll, Study No. 9028","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16155","list()","dataset","2020-02-12T17:34:22Z","https://hdl.handle.net/1902.29/D-16155","183381","RELEASED"
"236","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Vice Presidential Debate Poll, Study no. 1407"", https://hdl.handle.net/1902.29/D-16183, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1984 Vice Presidential Debate Poll, Study no. 1407"", <a href=""https://hdl.handle.net/1902.29/D-16183"" target=""_blank"">https://hdl.handle.net/1902.29/D-16183</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:35:24Z","This survey questioned respondents about their impressions of the televise d vice presidential debate between nominees Geraldine Ferraro and George Bush suha Omnibus and Public Opinion Studies","4","hdl:1902.29/D-16183","odum","c(""Party preference"", ""Reagan and Bush"", ""Mondale and Ferraro"")","NA","NA","USA TODAY 1984 Vice Presidential Debate Poll, Study no. 1407","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16183","list()","dataset","2020-02-12T17:35:24Z","https://hdl.handle.net/1902.29/D-16183","183409","RELEASED"
"237","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 April Poll, Study no. 9046"", https://hdl.handle.net/1902.29/D-16157, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 April Poll, Study no. 9046"", <a href=""https://hdl.handle.net/1902.29/D-16157"" target=""_blank"">https://hdl.handle.net/1902.29/D-16157</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:26Z","This survey respondents were asked about their concerns about the federal deficit, criminal justice system, and the quality of education. Additional questions were asked about the television program, Hill Street Blues, and professional sports","4","hdl:1902.29/D-16157","odum","c(""Federal budget"", ""Taxes"", ""Goetz, Bernhard Hugo, 1947-"", ""Crime prevention"", ""Prayer in schools"")","NA","NA","USA TODAY 1985 April Poll, Study no. 9046","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16157","list()","dataset","2020-02-12T17:34:26Z","https://hdl.handle.net/1902.29/D-16157","183383","RELEASED"
"238","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Dinner Study no. 9098"", https://hdl.handle.net/1902.29/D-16235, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Dinner Study no. 9098"", <a href=""https://hdl.handle.net/1902.29/D-16235"" target=""_blank"">https://hdl.handle.net/1902.29/D-16235</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:16Z","This survey focused on food preparation, packaging and preferences of dinner food","4","hdl:1902.29/D-16235","odum","c(""Take-out foods"", ""Dining-out"", ""Cooking"", ""Frozen food"", ""Canned food"", ""Fresh food"", ""Beverages"", ""Appetizers"", ""Desserts"")","NA","NA","USA TODAY 1985 Dinner Study no. 9098","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16235","list()","dataset","2020-02-12T17:37:16Z","https://hdl.handle.net/1902.29/D-16235","183461","RELEASED"
"239","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 IRS (Consumers) Poll, Study no. 9105"", https://hdl.handle.net/1902.29/D-16231, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 IRS (Consumers) Poll, Study no. 9105"", <a href=""https://hdl.handle.net/1902.29/D-16231"" target=""_blank"">https://hdl.handle.net/1902.29/D-16231</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:08Z","This survey dealt with honesty in filling out tax forms, confidence in the ability of the IRS to handle taxpayers' returns, amount of refunds, and tax audits","4","hdl:1902.29/D-16231","odum","c(""IRS"", ""IRS"", ""Tax forms"", ""Tax laws"", ""Income tax"", ""IRS telephone services"", ""H&R Block"")","NA","NA","USA TODAY 1985 IRS (Consumers) Poll, Study no. 9105","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16231","list()","dataset","2020-02-12T17:37:08Z","https://hdl.handle.net/1902.29/D-16231","183457","RELEASED"
"240","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Jewish Poll, Study no. 9047"", https://hdl.handle.net/1902.29/D-16154, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Jewish Poll, Study no. 9047"", <a href=""https://hdl.handle.net/1902.29/D-16154"" target=""_blank"">https://hdl.handle.net/1902.29/D-16154</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:20Z","This survey asked respondents if they thought that President Reagan's decision to visit a German World War II cemetery was wise during a trip to Europe","4","hdl:1902.29/D-16154","odum","c(""Military cemetery"", ""Jews"")","NA","NA","USA TODAY 1985 Jewish Poll, Study no. 9047","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16154","list()","dataset","2020-02-12T17:34:20Z","https://hdl.handle.net/1902.29/D-16154","183380","RELEASED"
"241","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 PM Magazine Poll, Study no. 9107"", https://hdl.handle.net/1902.29/D-16236, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 PM Magazine Poll, Study no. 9107"", <a href=""https://hdl.handle.net/1902.29/D-16236"" target=""_blank"">https://hdl.handle.net/1902.29/D-16236</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:19Z","This survey focused on such issues as favorite celebrities, favorite movies, relations with people of the opposite sex, and fantasies","4","hdl:1902.29/D-16236","odum","c(""Movie stars"", ""Television personalities"", ""Entertainment"", ""Television shows"", ""Movies"")","NA","NA","USA TODAY 1985 PM Magazine Poll, Study no. 9107","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16236","list()","dataset","2020-02-12T17:37:19Z","https://hdl.handle.net/1902.29/D-16236","183462","RELEASED"
"242","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9048"", https://hdl.handle.net/1902.29/D-16233, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9048"", <a href=""https://hdl.handle.net/1902.29/D-16233"" target=""_blank"">https://hdl.handle.net/1902.29/D-16233</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:12Z","Following President Reagan's nationally broadcast speech outlining his federal budget plans, respondents were asked about their support of his stand. Questions were asked about the following: military aid to Nicaragua, trip to German WWII Cemetery, and overall opinions of Reagan","4","hdl:1902.29/D-16233","odum","c(""Budget deficit"", ""Military spending"", ""Taxes"", ""Sandinista"")","NA","NA","USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9048","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16233","list()","dataset","2020-02-12T17:37:12Z","https://hdl.handle.net/1902.29/D-16233","183459","RELEASED"
"243","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9055"", https://hdl.handle.net/1902.29/D-16228, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9055"", <a href=""https://hdl.handle.net/1902.29/D-16228"" target=""_blank"">https://hdl.handle.net/1902.29/D-16228</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:01Z","This survey dealt with President Reagan's promise to restructure and simplify the Federal Tax System in a speech to the nation. Questions focused on the effect it would have on the amount of returns, confidence in the tax system","4","hdl:1902.29/D-16228","odum","c(""IRS"", ""IRS"", ""Tax forms"", ""Tax laws"", ""Income tax"", ""Federal government"", ""State government"")","NA","NA","USA TODAY 1985 Post-Reagan Speech Poll, Study no. 9055","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16228","list()","dataset","2020-02-12T17:37:01Z","https://hdl.handle.net/1902.29/D-16228","183454","RELEASED"
